Series_Title,Released_Year,Genre,Runtime,IMDB_Rating,Overview,Production_Budget,Box_Office_Gross,Profitability_Ratio,Primary_Production_Company,Release_Season
Ray,2004,"Biography, Drama, Music",152 min,7.7,"The story of the life and career of the legendary rhythm and blues musician Ray Charles, from his humble beginnings in the South, where he went blind at age seven, to his meteoric rise to stardom during the 1950s and 1960s.",19000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Willis PLC,Spring
Star Trek II: The Wrath of Khan,1982,"Action, Adventure, Sci-Fi",113 min,7.7,"With the assistance of the Enterprise crew, Admiral Kirk must stop an old nemesis, Khan Noonien Singh, from using the life-generating Genesis Device as the ultimate weapon.",117000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Roberts-Martinez,Summer
Mommy,2014,Drama,139 min,8.1,"A widowed single mother, raising her violent son alone, finds new hope when a mysterious neighbor inserts herself into their household.",107000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Duncan LLC,Winter
Baahubali 2: The Conclusion,2017,"Action, Drama",167 min,8.2,"When Shiva, the son of Bahubali, learns about his heritage, he begins to look for answers. His story is juxtaposed with past events that unfolded in the Mahishmati Kingdom.",,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Perez Group,Spring
Se7en,1995,"Crime, Drama, Mystery",127 min,8.6,"Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives.",148000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Sweeney, Rodriguez and Johnson",Spring
Nelyubov,2017,Drama,127 min,7.6,A couple going through a divorce must team up to find their son who has disappeared during one of their bitter arguments.,50000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Gray, Cohen and Martin",Summer
How to Train Your Dragon,2010,"Animation, Action, Adventure",98 min,8.1,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.",184000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Gray-Blanchard,Fall
The Wrestler,2008,"Drama, Sport",109 min,7.9,"A faded professional wrestler must retire, but finds his quest for a new life outside the ring a dispiriting struggle.",179000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Jackson, Dennis and Wyatt",Summer
Zwartboek,2006,"Drama, Thriller, War",145 min,7.7,"In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance.",99000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Hammond, Myers and Washington",Summer
The Incredibles,2004,"Animation, Action, Adventure",115 min,8.0,"A family of undercover superheroes, while trying to live the quiet suburban life, are forced into action to save the world.",127000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Anderson, Smith and Ingram",Fall
Cool Hand Luke,1967,"Crime, Drama",127 min,8.1,"A laid back Southern man is sentenced to two years in a rural prison, but refuses to conform.",103000000.0,<function <lambda> at 0x00000168A434E0C0>,,Hill-Parker,
Papillon,1973,"Biography, Crime, Drama",151 min,8.0,"A man befriends a fellow criminal as the two of them begin serving their sentence on a dreadful prison island, which inspires the man to plot his escape.",63000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Reese-Levy,Fall
Dip huet seung hung,1989,"Action, Crime, Drama",111 min,7.8,A disillusioned assassin accepts one last hit in hopes of using his earnings to restore vision to a singer he accidentally blinded.,38000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Patel Ltd,Spring
Sling Blade,1996,,135 min,8.0,"Karl Childers, a simple man hospitalized since his childhood murder of his mother and her lover, is released to start a new life in a small town.",168000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Park-Cruz,Spring
Big Hero 6,2014,"Animation, Action, Adventure",102 min,7.8,"A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes.",177000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Romero-Warren,Winter
Life of Pi,2012,"Adventure, Drama, Fantasy",127 min,7.9,"A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger.",2000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Sawyer-Rodriguez,Winter
Mandariinid,2013,"Drama, War",87 min,8.2,"In 1992, war rages in Abkhazia, a breakaway region of Georgia. An Estonian man Ivo has decided to stay behind and harvest his crops of tangerines. In a bloody conflict at his door, a wounded man is left behind, and Ivo takes him in.",193000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Fowler-Velazquez,Summer
Django Unchained,2012,"Drama, Western",165 min,8.4,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",198000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Conway-Figueroa,Summer
Captain Fantastic,2016,"Comedy, Drama",118 min,7.9,"In the forests of the Pacific Northwest, a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world, challenging his idea of what it means to be a parent.",28000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Tanner-Richardson,Winter
Cast Away,2000,,143 min,7.8,A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.,200000000.0,<function <lambda> at 0x00000168A434E0C0>,,Reed-Dalton,Summer
Chhichhore,2019,"Comedy, Drama",143 min,8.2,"A tragic incident forces Anirudh, a middle-aged man, to take a trip down memory lane and reminisce his college days along with his friends, who were labelled as losers.",109000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Stone-Nelson,Fall
The Little Mermaid,1989,,83 min,7.6,A mermaid princess makes a Faustian bargain in an attempt to become human and win a prince's love.,57000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Marshall, Powell and Lewis",Spring
True Romance,1993,"Crime, Drama, Romance",119 min,7.9,"In Detroit, a lonely pop culture geek marries a call girl, steals cocaine from her pimp, and tries to sell it in Hollywood. Meanwhile, the owners of the cocaine, the Mob, track them down in an attempt to reclaim it.",46000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Jimenez-Potter,Winter
The Verdict,1982,Drama,129 min,7.7,,179000000.0,,<function <lambda> at 0x00000168A43CA0C0>,Vance-Stephenson,Spring
Sense and Sensibility,1995,"Drama, Romance",136 min,7.6,"Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The two eldest daughters are the title opposites.",133000000.0,<function <lambda> at 0x00000168A434E0C0>,,Duncan-Stewart,Winter
3 Idiots,2009,"Comedy, Drama",170 min,8.4,"Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots"".",119000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Webb-Hardy,Spring
Hamlet,1996,Drama,242 min,7.7,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing.",13000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Montes, Maldonado and Meyer",Winter
The Matrix,1999,"Action, Sci-Fi",136 min,8.7,"When a beautiful stranger leads computer hacker Neo to a forbidding underworld, he discovers the shocking truth--the life he knows is the elaborate deception of an evil cyber-intelligence.",143000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,King Inc,Spring
"Swades: We, the People",2004,Drama,210 min,8.2,,64000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Mitchell-Ross,Fall
American History X,1998,Drama,,8.5,,32000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Scott Group,Winter
"4 luni, 3 saptamâni si 2 zile",2007,Drama,113 min,7.9,A woman assists her friend in arranging an illegal abortion in 1980s Romania.,117000000.0,,<function <lambda> at 0x00000168A43CA0C0>,Owens-Brown,Winter
Yeopgijeogin geunyeo,2001,"Comedy, Drama, Romance",137 min,8.0,"A young man sees a drunk, cute woman standing too close to the tracks at a metro station in Seoul and pulls her back. She ends up getting him into trouble repeatedly after that, starting on the train.",35000000.0,,<function <lambda> at 0x00000168A43CA0C0>,Martinez-Davis,Winter
Dial M for Murder,1954,"Crime, Thriller",105 min,8.2,A former tennis player tries to arrange his wife's murder after learning of her affair.,119000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Watson, Williams and Mueller",Fall
This Is England,2006,"Crime, Drama",101 min,7.7,"A young boy becomes friends with a gang of skinheads. Friends soon become like family, and relationships will be pushed to the very limit.",171000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Sanders, Jones and Leach",Spring
Rush,2013,"Action, Biography, Drama",123 min,8.1,The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda.,136000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Mccullough and Sons,Winter
Road to Perdition,2002,"Crime, Drama, Thriller",117 min,7.7,"A mob enforcer's son witnesses a murder, forcing him and his father to take to the road, and his father down a path of redemption and revenge.",144000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Erickson, Miles and Johnson",Spring
City Lights,1931,"Comedy, Drama, Romance",87 min,8.5,"With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically.",153000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Ramos, Marshall and Owens",Fall
Searching,2018,"Drama, Mystery, Thriller",102 min,7.6,"After his teenage daughter goes missing, a desperate father tries to find clues on her laptop.",82000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Castro, Frazier and Valdez",Summer
Serbuan maut 2: Berandal,2014,"Action, Crime, Thriller",150 min,8.0,"Only a short time after the first raid, Rama goes undercover with the thugs of Jakarta and plans to bring down the syndicate and uncover the corruption within his police force.",194000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Barr, Vazquez and Clark",
The Social Network,2010,"Biography, Drama",120 min,7.7,"As Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, he is sued by the twins who claimed he stole their idea, and by the co-founder who was later squeezed out of the business.",114000000.0,,<function <lambda> at 0x00000168A43CA0C0>,Harrison PLC,Fall
Frankenstein,1931,"Drama, Horror, Sci-Fi",70 min,7.8,Dr. Frankenstein dares to tamper with life and death by creating a human monster out of lifeless body parts.,157000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Turner PLC,Spring
Get Out,2017,"Horror, Mystery, Thriller",104 min,7.7,"A young African-American visits his white girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point.",185000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Chung, Mcpherson and Munoz",Winter
The Man Who Shot Liberty Valance,1962,"Drama, Western",123 min,8.1,A senator returns to a western town for the funeral of an old friend and tells the story of his origins.,130000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Hernandez, Wells and Brewer",
Guess Who's Coming to Dinner,1967,"Comedy, Drama",108 min,7.8,A couple's attitudes are challenged when their daughter introduces them to her African-American fiancé.,110000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Reynolds-Gray,Summer
"Crna macka, beli macor",1998,"Comedy, Crime, Romance",127 min,8.1,Matko and his son Zare live on the banks of the Danube river and get by through hustling and basically doing anything to make a living. In order to pay off a business debt Matko agrees to marry off Zare to the sister of a local gangster.,141000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Mason, Long and Brock",Winter
En man som heter Ove,2015,"Comedy, Drama, Romance",116 min,7.7,"Ove, an ill-tempered, isolated retiree who spends his days enforcing block association rules and visiting his wife's grave, has finally given up on life just as an unlikely friendship develops with his boisterous new neighbors.",115000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Fuentes PLC,Winter
All Quiet on the Western Front,1930,"Drama, War",152 min,8.0,"A German youth eagerly enters World War I, but his enthusiasm wanes as he gets a firsthand view of the horror.",41000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Carroll PLC,Spring
Arsenic and Old Lace,1942,"Comedy, Crime, Thriller",118 min,8.0,A writer of books on the futility of marriage risks his reputation when he decides to get married. Things get even more complicated when he learns on his wedding day that his beloved maiden aunts are habitual murderers.,191000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,White-Houston,Winter
Giant,1956,"Drama, Western",201 min,7.6,Sprawling epic covering the life of a Texas cattle rancher and his family and associates.,122000000.0,,<function <lambda> at 0x00000168A43CA0C0>,"Werner, Lozano and Richard",Fall
Il postino,1994,"Biography, Comedy, Drama",108 min,7.7,"A simple Italian postman learns to love poetry while delivering mail to a famous poet, and then uses this to woo local beauty Beatrice.",116000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Perez, Montgomery and Wilson",Fall
The Birds,1963,"Drama, Horror, Mystery",119 min,7.7,A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people.,67000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Barry and Sons,Summer
"Paris, Texas",1984,Drama,145 min,8.1,"Travis Henderson, an aimless drifter who has been missing for four years, wanders out of the desert and must reconnect with society, himself, his life, and his family.",193000000.0,<function <lambda> at 0x00000168A434E0C0>,,Davis-Morris,Fall
Haider,2014,"Action, Crime, Drama",160 min,8.1,"A young man returns to Kashmir after his father's disappearance to confront his uncle, whom he suspects of playing a role in his father's fate.",64000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Stephens-Hodge,
"Lock, Stock and Two Smoking Barrels",1998,"Action, Comedy, Crime",107 min,8.2,"A botched card game in London triggers four friends, thugs, weed-growers, hard gangsters, loan sharks and debt collectors to collide with each other in a series of unexpected events, all for the sake of weed, cash and two antique shotguns.",164000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Young LLC,Spring
High Noon,1952,"Drama, Thriller, Western",85 min,7.9,"A town Marshal, despite the disagreements of his newlywed bride and the townspeople around him, must face a gang of deadly killers alone at high noon when the gang leader, an outlaw he sent up years ago, arrives on the noon train.",71000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Jones, Barker and Kim",
The Theory of Everything,2014,"Biography, Drama, Romance",123 min,7.7,A look at the relationship between the famous physicist Stephen Hawking and his wife.,197000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Nolan-Benton,
Beauty and the Beast,1991,"Animation, Family, Fantasy",84 min,8.0,A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.,200000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Avery LLC,Fall
Bonnie and Clyde,1967,"Action, Biography, Crime",111 min,7.8,"Bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",134000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Smith-Villegas,Fall
Arrival,2016,"Drama, Sci-Fi",116 min,7.9,A linguist works with the military to communicate with alien lifeforms after twelve mysterious spacecrafts appear around the world.,125000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Simmons-Baker,Summer
The Last of the Mohicans,1992,"Action, Adventure, Drama",112 min,7.7,Three trappers protect the daughters of a British Colonel in the midst of the French and Indian War.,161000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Blankenship PLC,Summer
Tangled,2010,,100 min,7.7,"The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.",62000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Mcbride, Wolfe and Diaz",Spring
Idi i smotri,1985,"Drama, Thriller, War",142 min,8.3,"After finding an old rifle, a young boy joins the Soviet resistance movement against ruthless German forces and experiences the horrors of World War II.",71000000.0,<function <lambda> at 0x00000168A434E0C0>,,"Andersen, Smith and Parsons",Summer
A Night at the Opera,1935,"Comedy, Music, Musical",96 min,7.9,,113000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Miller, Harris and Barron",Fall
The Iron Giant,1999,"Animation, Action, Adventure",,8.0,A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.,20000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Russell, Huerta and Villa",Summer
The Godfather,1972,"Crime, Drama",175 min,9.2,An organized crime dynasty's aging patriarch transfers control of his clandestine empire to his reluctant son.,183000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Henry-Mccoy,Summer
The Station Agent,2003,"Comedy, Drama",89 min,7.6,"When his only friend dies, a man born with dwarfism moves to rural New Jersey to live a life of solitude, only to meet a chatty hot dog vendor and a woman dealing with her own personal loss.",74000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Hernandez PLC,Summer
Mad Max 2,1981,"Action, Adventure, Sci-Fi",96 min,7.6,"In the post-apocalyptic Australian wasteland, a cynical drifter agrees to help a small, gasoline-rich community escape a horde of bandits.",61000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Tyler-Hale,Spring
The Lost Weekend,1945,"Drama, Film-Noir",101 min,7.9,The desperate life of a chronic alcoholic is followed through a four-day drinking bout.,70000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Summers-Beck,Summer
Paths of Glory,1957,"Drama, War",88 min,8.4,"After refusing to attack an enemy position, a general accuses the soldiers of cowardice and their commanding officer must defend them.",86000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Fisher, Moss and Mitchell",Winter
Soul,2020,"Animation, Adventure, Comedy",100 min,8.1,,82000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Yoder, Anderson and Richards",Winter
Whiplash,2014,"Drama, Music",106 min,8.5,A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.,139000000.0,<function <lambda> at 0x00000168A434E0C0>,,Reynolds-Walker,Winter
Crash,2004,"Crime, Drama, Thriller",112 min,7.7,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.",21000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Morris, Keller and Clark",Fall
Hable con ella,2002,"Drama, Mystery, Romance",,7.9,Two men share an odd friendship while they care for two women who are both in deep comas.,36000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Bryant, Gomez and Morgan",
The Graduate,1967,"Comedy, Drama, Romance",106 min,8.0,A disillusioned college graduate finds himself torn between his older lover and her daughter.,39000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Burke PLC,Summer
The Best Years of Our Lives,1946,"Drama, Romance, War",170 min,8.0,Three World War II veterans return home to small-town America to discover that they and their families have been irreparably changed.,60000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Brennan, Marshall and Salazar",Winter
G.O.R.A.,2004,"Adventure, Comedy, Sci-Fi",127 min,8.0,A slick young Turk kidnapped by extraterrestrials shows his great « humanitarian spirit » by outwitting the evil commander-in-chief of the planet of G.O.R.A.,99000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Becker PLC,
Miracle in cell NO.7,2019,Drama,132 min,,A story of love between a mentally-ill father who was wrongly accused of murder and his lovely six years old daughter. The prison would be their home. Based on the 2013 Korean movie 7-beon-bang-ui seon-mul (2013).,178000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Young PLC,Winter
Guardians of the Galaxy,2014,"Action, Adventure, Comedy",121 min,8.0,A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.,,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Browning-Clark,Winter
Philomena,2013,"Biography, Comedy, Drama",98 min,7.6,"A world-weary political journalist picks up the story of a woman's search for her son, who was taken away from her decades ago after she became pregnant and was forced to live in a convent.",181000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Smith, Webster and Simmons",Fall
The Adventures of Robin Hood,1938,"Action, Adventure, Romance",102 min,7.9,"When Prince John and the Norman Lords begin oppressing the Saxon masses in King Richard's absence, a Saxon lord fights back as the outlaw leader of a rebel guerrilla army.",55000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Thompson-Howard,Fall
Tropa de Elite 2: O Inimigo Agora é Outro,2010,"Action, Crime, Drama",115 min,8.0,"After a prison riot, former-Captain Nascimento, now a high ranking security officer in Rio de Janeiro, is swept into a bloody political dispute that involves government officials and paramilitary groups.",17000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Phillips-Romero,
Kung fu,2004,"Action, Comedy, Fantasy",99 min,7.7,"In Shanghai, China in the 1940s, a wannabe gangster aspires to join the notorious ""Axe Gang"" while residents of a housing complex exhibit extraordinary powers in defending their turf.",107000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Gregory, Jones and Huff",Fall
Kill Bill: Vol. 1,2003,"Action, Crime, Drama",111 min,8.1,"After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.",105000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Kane PLC,Spring
The Lord of the Rings: The Two Towers,2002,"Action, Adventure, Drama",179 min,8.7,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard.",85000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Marquez LLC,Fall
La Grande Illusion,1937,"Drama, War",113 min,8.1,"During WWI, two French soldiers are captured and imprisoned in a German P.O.W. camp. Several escape attempts follow until they are eventually sent to a seemingly inescapable fortress.",139000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Smith-Smith,Winter
The Big Short,2015,"Biography, Comedy, Drama",130 min,7.8,In 2006-2007 a group of investors bet against the US mortgage market. In their research they discover how flawed and corrupt the market is.,120000000.0,,<function <lambda> at 0x00000168A43CA0C0>,Simpson Inc,Winter
Festen,1998,Drama,105 min,8.0,"At Helge's 60th birthday party, some unpleasant family truths are revealed.",107000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Wilson-Russell,Spring
Fitzcarraldo,1982,"Adventure, Drama",158 min,8.1,"The story of Brian Sweeney Fitzgerald, an extremely determined man who intends to build an opera house in the middle of a jungle.",16000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,,Spring
Andaz Apna Apna,1994,"Action, Comedy, Romance",160 min,8.2,Two slackers competing for the affections of an heiress inadvertently become her protectors from an evil criminal.,53000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,May PLC,Fall
First Blood,1982,"Action, Adventure",93 min,7.7,A veteran Green Beret is forced by a cruel Sheriff and his deputies to flee into the mountains and wage an escalating one-man war against his pursuers.,108000000.0,<function <lambda> at 0x00000168A434E0C0>,,,Fall
The Jungle Book,1967,"Animation, Adventure, Family",78 min,7.6,Bagheera the Panther and Baloo the Bear have a difficult time trying to convince a boy to leave the jungle for human civilization.,100000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Malone LLC,Spring
Todo sobre mi madre,1999,Drama,101 min,7.8,"Young Esteban wants to become a writer and also to discover the identity of his second mother, a trans woman, carefully concealed by his mother Manuela.",198000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Wilkins-Smith,Spring
Philadelphia,1993,Drama,125 min,7.7,"When a man with HIV is fired by his law firm because of his condition, he hires a homophobic small time lawyer as the only willing advocate for a wrongful dismissal suit.",150000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Harris LLC,Winter
The Irishman,2019,"Biography, Crime, Drama",209 min,7.9,"An old man recalls his time painting houses for his friend, Jimmy Hoffa, through the 1950-70s.",179000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Smith-Rogers,Winter
Blood Simple,1984,"Crime, Drama, Thriller",99 min,,"The owner of a seedy small-town Texas bar discovers that one of his employees is having an affair with his wife. A chaotic chain of misunderstandings, lies and mischief ensues after he devises a plot to have them murdered.",6000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Braun Inc,Spring
Gegen die Wand,2004,"Drama, Romance",121 min,7.9,"With the intention to break free from the strict familial restrictions, a suicidal young woman sets up a marriage of convenience with a forty-year-old addict, an act that will lead to an outburst of envious love.",196000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Thomas PLC,Winter
The Last Emperor,1987,"Biography, Drama, History",163 min,7.7,The story of the final Emperor of China.,148000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Yates-Rogers,Summer
Catch Me If You Can,2002,"Biography, Crime, Drama",141 min,8.1,"Barely 21 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit.",98000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Garcia Inc,Fall
