Series_Title,Released_Year,Genre,Runtime,IMDB_Rating,Overview,Production_Budget,Box_Office_Gross,Profitability_Ratio,Primary_Production_Company,Release_Season,Director_Name,Director_Gender,Director_Nationality,Director_Birth_Year,Director_Awards
Detachment,2011,Drama,98 min,7.7,A substitute teacher who drifts from classroom to classroom finds a connection to the students and teachers during his latest assignment.,,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,King-Nolan,Summer,Elizabeth Hill,,Monaco,1990.0,16.0
Perfetti sconosciuti,2016,"Comedy, Drama",96 min,7.8,"Seven long-time friends get together for a dinner. When they decide to share with each other the content of every text message, email and phone call they receive, many secrets start to unveil and the equilibrium trembles.",114000000.0,<function <lambda> at 0x00000168A434E0C0>,,Mayo-Bailey,Winter,Katherine Gardner,Male,Grenada,1960.0,1.0
Days of Heaven,1978,,,7.8,A hot-tempered farm laborer convinces the woman he loves to marry their rich but dying boss so that they can have a claim to his fortune.,173000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Diaz, Hill and Ponce",Winter,Helen Hardin,Non-binary,Kazakhstan,1964.0,9.0
The Thin Man,1934,"Comedy, Crime, Mystery",91 min,8.0,"Former detective Nick Charles and his wealthy wife Nora investigate a murder case, mostly for the fun of it.",55000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Anderson-Ross,,Rachel Hopkins,Male,Anguilla,1940.0,8.0
The Searchers,1956,,119 min,7.9,An American Civil War veteran embarks on a journey to rescue his niece from the Comanches.,131000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,,Fall,Amanda Fuller,Non-binary,Afghanistan,,5.0
Baby Driver,2017,"Action, Crime, Drama",113 min,7.6,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",122000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Bradshaw, Johnson and Lucas",Summer,Robert Johnson,Female,Macao,1966.0,0.0
Kis Uykusu,2014,Drama,196 min,8.1,A hotel owner and landlord in a remote Turkish village deals with conflicts within his family and a tenant behind on his rent.,189000000.0,,<function <lambda> at 0x00000168A43CA0C0>,Henderson LLC,Fall,Kayla Larsen,,Ireland,1964.0,12.0
Secrets & Lies,1996,"Comedy, Drama",,8.0,"Following the death of her adoptive parents, a successful young black optometrist establishes contact with her biological mother -- a lonely white factory worker living in poverty in East London.",44000000.0,,<function <lambda> at 0x00000168A43CA0C0>,"Bentley, Arnold and Mills",Fall,,Non-binary,Brunei Darussalam,1989.0,14.0
Hedwig and the Angry Inch,2001,"Comedy, Drama, Music",,,A gender-queer punk-rock singer from East Berlin tours the U.S. with her band as she tells her life story and follows the former lover/band-mate who stole her songs.,,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,,Fall,,,France,1945.0,17.0
Bound by Honor,1993,"Crime, Drama",180 min,8.0,,22000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Mccormick, Wagner and Church",Spring,Ian Osborne,Non-binary,Iraq,1986.0,17.0
The Last King of Scotland,2006,,123 min,7.7,Based on the events of the brutal Ugandan dictator Idi Amin's regime as seen by his personal physician during the 1970s.,73000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Becker, Knight and Thomas",Spring,Dr. William Hayes,Non-binary,,1975.0,7.0
Blazing Saddles,1974,,93 min,,"In order to ruin a western town, a corrupt politician appoints a black Sheriff, who promptly becomes his most formidable adversary.",132000000.0,<function <lambda> at 0x00000168A434E0C0>,,,Summer,Caleb Day,Female,,1955.0,3.0
Ford v Ferrari,2019,"Action, Biography, Drama",152 min,8.1,American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.,170000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Huffman-Shelton,Summer,Bruce Meadows,,Switzerland,1976.0,14.0
12 Angry Men,1957,"Crime, Drama",96 min,,A jury holdout attempts to prevent a miscarriage of justice by forcing his colleagues to reconsider the evidence.,163000000.0,<function <lambda> at 0x00000168A434E0C0>,,Campos Ltd,Spring,Jacob Castro,Non-binary,Palestinian Territory,1973.0,3.0
Lucky Number Slevin,2006,"Action, Crime, Drama",,7.7,"A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the city's most rival crime bosses. Under constant surveillance by Detective Brikowski and assassin Goodkat, he must get them before they get him.",159000000.0,,<function <lambda> at 0x00000168A43CA0C0>,Miller LLC,,Mark Williams,Male,Ethiopia,1950.0,4.0
The Count of Monte Cristo,2002,"Action, Adventure, Drama",131 min,7.8,"A young man, falsely imprisoned by his jealous ""friend"", escapes and uses a hidden treasure to exact his revenge.",,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Marshall-Atkins,Fall,,Male,Burkina Faso,1983.0,3.0
Match Point,2005,"Drama, Romance, Thriller",124 min,,"At a turning point in his life, a former tennis pro falls for an actress who happens to be dating his friend and soon-to-be brother-in-law.",24000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Johnson, Brown and Proctor",Winter,Barbara Shea,Non-binary,Guernsey,1964.0,0.0
The Trial of the Chicago 7,2020,"Drama, History, Thriller",129 min,7.8,"The story of 7 people on trial stemming from various charges surrounding the uprising at the 1968 Democratic National Convention in Chicago, Illinois.",193000000.0,,<function <lambda> at 0x00000168A43CA0C0>,,Winter,Luke Miller,Non-binary,Uganda,1950.0,1.0
Rockstar,2011,"Drama, Music, Musical",159 min,7.7,"Janardhan Jakhar chases his dreams of becoming a big Rock star, during which he falls in love with Heer.",61000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Bryan LLC,Winter,Christina Andrews DVM,Male,Djibouti,1948.0,7.0
In the Heat of the Night,1967,"Crime, Drama, Mystery",,7.9,A black police detective is asked to investigate a murder in a racially hostile southern town.,173000000.0,,<function <lambda> at 0x00000168A43CA0C0>,"Hancock, Mendez and Cole",Winter,Stephen Sanchez,Male,Vanuatu,1957.0,4.0
Mission: Impossible - Fallout,2018,"Action, Adventure, Thriller",147 min,,"Ethan Hunt and his IMF team, along with some familiar allies, race against time after a mission gone wrong.",80000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Cordova-Graham,,Kylie Mosley,Male,Guatemala,1959.0,6.0
The Breakfast Club,1985,"Comedy, Drama",,7.8,Five high school students meet in Saturday detention and discover how they have a lot more in common than they thought.,58000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Nelson, Williams and Dunn",Fall,Stephanie Huang,Female,Jordan,,
American Beauty,1999,Drama,122 min,,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,51000000.0,<function <lambda> at 0x00000168A434E0C0>,,Bishop-Bates,Summer,Glenn Cox,Female,Mauritania,1971.0,11.0
Abre los ojos,1997,,,,,,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Harris-Daniels,Spring,,Female,Seychelles,1949.0,20.0
What We Do in the Shadows,2014,"Comedy, Horror",,7.7,"Viago, Deacon and Vladislav are vampires who are finding that modern life has them struggling with the mundane - like paying rent, keeping up with the chore wheel, trying to get into nightclubs and overcoming flatmate conflicts.",7000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Perez-Harris,Fall,Cheryl Jackson,,Antigua and Barbuda,1944.0,20.0
Dunkirk,2017,,106 min,7.8,"Allied soldiers from Belgium, the British Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.",12000000.0,,<function <lambda> at 0x00000168A43CA0C0>,Hall-Thomas,Winter,Noah Boone,Female,Kyrgyz Republic,1950.0,2.0
The Princess Bride,1987,,98 min,8.0,"While home sick in bed, a young boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love.",63000000.0,,<function <lambda> at 0x00000168A43CA0C0>,"Powell, Wagner and Caldwell",Spring,Ryan Hickman,Non-binary,Denmark,1967.0,18.0
Iron Man,2008,"Action, Adventure, Sci-Fi",,,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",122000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,,Fall,Antonio Acosta,Male,Turkmenistan,1957.0,
Back to the Future,1985,"Adventure, Comedy, Sci-Fi",116 min,8.5,"Marty McFly, a 17-year-old high school student, is accidentally sent thirty years into the past in a time-traveling DeLorean invented by his close friend, the eccentric scientist Doc Brown.",,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Blair-Scott,Winter,Kristin Kennedy,Female,Ireland,,8.0
It's a Wonderful Life,1946,"Drama, Family, Fantasy",130 min,8.6,An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.,,,<function <lambda> at 0x00000168A43CA0C0>,Kelly Inc,Fall,Rachael Jackson,Non-binary,Isle of Man,1959.0,2.0
Ray,2004,"Biography, Drama, Music",,7.7,"The story of the life and career of the legendary rhythm and blues musician Ray Charles, from his humble beginnings in the South, where he went blind at age seven, to his meteoric rise to stardom during the 1950s and 1960s.",19000000.0,,<function <lambda> at 0x00000168A43CA0C0>,Willis PLC,,Justin Richards,,Guinea-Bissau,1970.0,0.0
Star Trek II: The Wrath of Khan,1982,"Action, Adventure, Sci-Fi",113 min,7.7,"With the assistance of the Enterprise crew, Admiral Kirk must stop an old nemesis, Khan Noonien Singh, from using the life-generating Genesis Device as the ultimate weapon.",117000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Roberts-Martinez,Summer,Sylvia Wilson,Female,,1990.0,
Mommy,2014,Drama,139 min,8.1,,107000000.0,,<function <lambda> at 0x00000168A43CA0C0>,Duncan LLC,Winter,,,Yemen,1944.0,6.0
Baahubali 2: The Conclusion,2017,"Action, Drama",167 min,8.2,"When Shiva, the son of Bahubali, learns about his heritage, he begins to look for answers. His story is juxtaposed with past events that unfolded in the Mahishmati Kingdom.",162000000.0,,<function <lambda> at 0x00000168A43CA0C0>,Perez Group,Spring,Nicole Hanson,Non-binary,Guadeloupe,1963.0,20.0
Se7en,1995,"Crime, Drama, Mystery",127 min,,"Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives.",,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,,Spring,Julia Grimes,,Tunisia,1956.0,14.0
Nelyubov,2017,Drama,127 min,7.6,A couple going through a divorce must team up to find their son who has disappeared during one of their bitter arguments.,50000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Gray, Cohen and Martin",,Sharon Adams,Non-binary,Cyprus,1955.0,4.0
How to Train Your Dragon,2010,"Animation, Action, Adventure",98 min,8.1,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.",184000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,,Fall,Andrew Johnson,Male,Antarctica (the territory South of 60 deg S),1986.0,
The Wrestler,2008,"Drama, Sport",109 min,,"A faded professional wrestler must retire, but finds his quest for a new life outside the ring a dispiriting struggle.",179000000.0,<function <lambda> at 0x00000168A434E0C0>,,"Jackson, Dennis and Wyatt",Summer,Theresa Mcdaniel,Non-binary,Montserrat,1980.0,10.0
Zwartboek,2006,"Drama, Thriller, War",,,,99000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Hammond, Myers and Washington",Summer,Jamie May,Male,,1971.0,
The Incredibles,2004,"Animation, Action, Adventure",115 min,8.0,"A family of undercover superheroes, while trying to live the quiet suburban life, are forced into action to save the world.",127000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Anderson, Smith and Ingram",Fall,David Pope,,Gambia,1978.0,1.0
Cool Hand Luke,1967,"Crime, Drama",127 min,8.1,"A laid back Southern man is sentenced to two years in a rural prison, but refuses to conform.",103000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Hill-Parker,Fall,Zachary Andrews,,Thailand,1979.0,
Papillon,1973,"Biography, Crime, Drama",151 min,8.0,"A man befriends a fellow criminal as the two of them begin serving their sentence on a dreadful prison island, which inspires the man to plot his escape.",63000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Reese-Levy,Fall,Charles Neal,Non-binary,Thailand,,1.0
Dip huet seung hung,1989,"Action, Crime, Drama",111 min,7.8,A disillusioned assassin accepts one last hit in hopes of using his earnings to restore vision to a singer he accidentally blinded.,38000000.0,,<function <lambda> at 0x00000168A43CA0C0>,Patel Ltd,Spring,Denise Huffman,Female,,1969.0,5.0
Sling Blade,1996,Drama,135 min,8.0,"Karl Childers, a simple man hospitalized since his childhood murder of his mother and her lover, is released to start a new life in a small town.",168000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,,Spring,Anthony Johnson,Non-binary,Egypt,1946.0,
Big Hero 6,2014,"Animation, Action, Adventure",102 min,7.8,"A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes.",177000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Romero-Warren,Winter,Tonya Mcdonald,,Netherlands Antilles,,13.0
Life of Pi,2012,"Adventure, Drama, Fantasy",127 min,7.9,"A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger.",2000000.0,<function <lambda> at 0x00000168A434E0C0>,,Sawyer-Rodriguez,Winter,Michael Reid,Female,Mauritius,,12.0
Mandariinid,2013,"Drama, War",87 min,8.2,"In 1992, war rages in Abkhazia, a breakaway region of Georgia. An Estonian man Ivo has decided to stay behind and harvest his crops of tangerines. In a bloody conflict at his door, a wounded man is left behind, and Ivo takes him in.",193000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Fowler-Velazquez,Summer,,Male,Saint Vincent and the Grenadines,1940.0,15.0
Django Unchained,2012,"Drama, Western",165 min,,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",198000000.0,<function <lambda> at 0x00000168A434E0C0>,,Conway-Figueroa,Summer,Lori Barnes,Female,Oman,1965.0,0.0
Captain Fantastic,2016,"Comedy, Drama",,7.9,"In the forests of the Pacific Northwest, a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world, challenging his idea of what it means to be a parent.",,<function <lambda> at 0x00000168A434E0C0>,,Tanner-Richardson,Winter,Susan Rivas,Non-binary,Czech Republic,1961.0,12.0
Cast Away,2000,"Adventure, Drama, Romance",,7.8,A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.,,,<function <lambda> at 0x00000168A43CA0C0>,Reed-Dalton,Summer,Angel Berry,,Uzbekistan,1979.0,13.0
Chhichhore,2019,"Comedy, Drama",143 min,8.2,"A tragic incident forces Anirudh, a middle-aged man, to take a trip down memory lane and reminisce his college days along with his friends, who were labelled as losers.",,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Stone-Nelson,Fall,,Non-binary,Palau,,5.0
The Little Mermaid,1989,"Animation, Family, Fantasy",83 min,7.6,,57000000.0,<function <lambda> at 0x00000168A434E0C0>,,"Marshall, Powell and Lewis",Spring,,Female,Taiwan,,11.0
True Romance,1993,"Crime, Drama, Romance",119 min,7.9,"In Detroit, a lonely pop culture geek marries a call girl, steals cocaine from her pimp, and tries to sell it in Hollywood. Meanwhile, the owners of the cocaine, the Mob, track them down in an attempt to reclaim it.",46000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Jimenez-Potter,Winter,David Hess,,Peru,1968.0,6.0
The Verdict,1982,Drama,129 min,7.7,A lawyer sees the chance to salvage his career and self-respect by taking a medical malpractice case to trial rather than settling.,179000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Vance-Stephenson,,Christopher Blackwell,Non-binary,Austria,1961.0,5.0
Sense and Sensibility,1995,"Drama, Romance",136 min,7.6,"Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The two eldest daughters are the title opposites.",133000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Duncan-Stewart,Winter,Virginia Melton,Non-binary,Switzerland,1967.0,8.0
3 Idiots,2009,"Comedy, Drama",170 min,8.4,,119000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,,Spring,Bianca Leblanc,Non-binary,Ireland,1981.0,8.0
Hamlet,1996,Drama,,7.7,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing.",13000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Montes, Maldonado and Meyer",,Susan White,Non-binary,Bouvet Island (Bouvetoya),1978.0,14.0
The Matrix,1999,"Action, Sci-Fi",136 min,8.7,"When a beautiful stranger leads computer hacker Neo to a forbidding underworld, he discovers the shocking truth--the life he knows is the elaborate deception of an evil cyber-intelligence.",143000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,King Inc,Spring,,Female,Syrian Arab Republic,1948.0,4.0
"Swades: We, the People",2004,Drama,210 min,8.2,A successful Indian scientist returns to an Indian village to take his nanny to America with him and in the process rediscovers his roots.,64000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Mitchell-Ross,Fall,Meghan Evans,Non-binary,Turks and Caicos Islands,1959.0,1.0
American History X,1998,Drama,119 min,8.5,A former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did.,32000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Scott Group,Winter,Jack Schneider,Female,Czech Republic,1960.0,19.0
"4 luni, 3 saptamâni si 2 zile",2007,Drama,113 min,7.9,A woman assists her friend in arranging an illegal abortion in 1980s Romania.,117000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Owens-Brown,Winter,Lance Andrews,,Libyan Arab Jamahiriya,1978.0,19.0
Yeopgijeogin geunyeo,2001,,137 min,8.0,"A young man sees a drunk, cute woman standing too close to the tracks at a metro station in Seoul and pulls her back. She ends up getting him into trouble repeatedly after that, starting on the train.",35000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Martinez-Davis,Winter,,Male,Pitcairn Islands,1984.0,19.0
Dial M for Murder,1954,"Crime, Thriller",105 min,8.2,A former tennis player tries to arrange his wife's murder after learning of her affair.,119000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Watson, Williams and Mueller",,Charles Jackson,Female,Singapore,1952.0,7.0
This Is England,2006,"Crime, Drama",101 min,7.7,"A young boy becomes friends with a gang of skinheads. Friends soon become like family, and relationships will be pushed to the very limit.",171000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Sanders, Jones and Leach",Spring,Jill Morrow,Non-binary,Pitcairn Islands,1970.0,20.0
Rush,2013,"Action, Biography, Drama",123 min,8.1,The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda.,136000000.0,,<function <lambda> at 0x00000168A43CA0C0>,Mccullough and Sons,Winter,Yvette Kelley,Female,Mayotte,1960.0,9.0
Road to Perdition,2002,"Crime, Drama, Thriller",117 min,7.7,"A mob enforcer's son witnesses a murder, forcing him and his father to take to the road, and his father down a path of redemption and revenge.",144000000.0,,<function <lambda> at 0x00000168A43CA0C0>,"Erickson, Miles and Johnson",Spring,,Male,Vanuatu,1951.0,15.0
City Lights,1931,"Comedy, Drama, Romance",87 min,8.5,"With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically.",153000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Ramos, Marshall and Owens",Fall,,Female,,1965.0,13.0
Searching,2018,"Drama, Mystery, Thriller",102 min,7.6,"After his teenage daughter goes missing, a desperate father tries to find clues on her laptop.",82000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Castro, Frazier and Valdez",Summer,Anthony Jenkins,Female,Luxembourg,1960.0,17.0
Serbuan maut 2: Berandal,2014,"Action, Crime, Thriller",150 min,8.0,"Only a short time after the first raid, Rama goes undercover with the thugs of Jakarta and plans to bring down the syndicate and uncover the corruption within his police force.",194000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Barr, Vazquez and Clark",Winter,,Non-binary,,,15.0
The Social Network,2010,"Biography, Drama",120 min,7.7,"As Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, he is sued by the twins who claimed he stole their idea, and by the co-founder who was later squeezed out of the business.",,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Harrison PLC,Fall,Mark Watson,Male,Central African Republic,1987.0,1.0
Frankenstein,1931,"Drama, Horror, Sci-Fi",70 min,7.8,Dr. Frankenstein dares to tamper with life and death by creating a human monster out of lifeless body parts.,157000000.0,<function <lambda> at 0x00000168A434E0C0>,,Turner PLC,Spring,Nancy Holden,Non-binary,Congo,1984.0,2.0
Get Out,2017,"Horror, Mystery, Thriller",104 min,7.7,"A young African-American visits his white girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point.",185000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,,Winter,Joseph Cervantes,,Lesotho,1980.0,8.0
The Man Who Shot Liberty Valance,1962,,123 min,8.1,A senator returns to a western town for the funeral of an old friend and tells the story of his origins.,130000000.0,,<function <lambda> at 0x00000168A43CA0C0>,"Hernandez, Wells and Brewer",Spring,Gregory Williams,Female,Angola,1971.0,12.0
Guess Who's Coming to Dinner,1967,"Comedy, Drama",108 min,7.8,A couple's attitudes are challenged when their daughter introduces them to her African-American fiancé.,110000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Reynolds-Gray,Summer,Dean Walker,Female,Barbados,1976.0,
"Crna macka, beli macor",1998,"Comedy, Crime, Romance",127 min,,Matko and his son Zare live on the banks of the Danube river and get by through hustling and basically doing anything to make a living. In order to pay off a business debt Matko agrees to marry off Zare to the sister of a local gangster.,141000000.0,<function <lambda> at 0x00000168A434E0C0>,,,Winter,Scott Duncan,Female,Algeria,1990.0,13.0
En man som heter Ove,2015,"Comedy, Drama, Romance",116 min,7.7,"Ove, an ill-tempered, isolated retiree who spends his days enforcing block association rules and visiting his wife's grave, has finally given up on life just as an unlikely friendship develops with his boisterous new neighbors.",115000000.0,,<function <lambda> at 0x00000168A43CA0C0>,Fuentes PLC,Winter,Heather Taylor,Female,Canada,1955.0,6.0
All Quiet on the Western Front,1930,"Drama, War",152 min,8.0,"A German youth eagerly enters World War I, but his enthusiasm wanes as he gets a firsthand view of the horror.",41000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Carroll PLC,Spring,Charles Brown,Non-binary,Nigeria,1960.0,
Arsenic and Old Lace,1942,"Comedy, Crime, Thriller",118 min,8.0,,191000000.0,,<function <lambda> at 0x00000168A43CA0C0>,White-Houston,Winter,,Non-binary,Uruguay,1964.0,16.0
Giant,1956,"Drama, Western",,,Sprawling epic covering the life of a Texas cattle rancher and his family and associates.,122000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Werner, Lozano and Richard",Fall,Kevin Scott,Female,Mexico,1957.0,7.0
Il postino,1994,"Biography, Comedy, Drama",108 min,7.7,"A simple Italian postman learns to love poetry while delivering mail to a famous poet, and then uses this to woo local beauty Beatrice.",116000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Perez, Montgomery and Wilson",Fall,Terrence Douglas,Female,Qatar,1990.0,20.0
The Birds,1963,,119 min,7.7,A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people.,,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,,Summer,Robert Dunn,Male,Lithuania,1965.0,17.0
"Paris, Texas",1984,Drama,145 min,8.1,"Travis Henderson, an aimless drifter who has been missing for four years, wanders out of the desert and must reconnect with society, himself, his life, and his family.",193000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,,Fall,,,,1963.0,0.0
Haider,2014,,160 min,8.1,"A young man returns to Kashmir after his father's disappearance to confront his uncle, whom he suspects of playing a role in his father's fate.",64000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Stephens-Hodge,,Mr. Steven Walker,Non-binary,Falkland Islands (Malvinas),,12.0
"Lock, Stock and Two Smoking Barrels",1998,"Action, Comedy, Crime",107 min,8.2,,164000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Young LLC,Spring,Robert Powell,,Qatar,1976.0,11.0
High Noon,1952,"Drama, Thriller, Western",85 min,7.9,"A town Marshal, despite the disagreements of his newlywed bride and the townspeople around him, must face a gang of deadly killers alone at high noon when the gang leader, an outlaw he sent up years ago, arrives on the noon train.",71000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Jones, Barker and Kim",,Heather Wilson,Female,Suriname,,15.0
The Theory of Everything,2014,,123 min,7.7,A look at the relationship between the famous physicist Stephen Hawking and his wife.,,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Nolan-Benton,Summer,Jennifer Arias,,,1977.0,17.0
Beauty and the Beast,1991,"Animation, Family, Fantasy",84 min,8.0,A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.,200000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Avery LLC,Fall,Amy Strickland,Female,Albania,1974.0,
Bonnie and Clyde,1967,"Action, Biography, Crime",111 min,7.8,"Bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",134000000.0,<function <lambda> at 0x00000168A434E0C0>,,Smith-Villegas,Fall,John Smith,,Saint Kitts and Nevis,1951.0,
Arrival,2016,"Drama, Sci-Fi",116 min,7.9,A linguist works with the military to communicate with alien lifeforms after twelve mysterious spacecrafts appear around the world.,125000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,,,Brittany Nunez,Female,Sierra Leone,1983.0,18.0
